FACID,FACID,LAT,LON,totpop,buff,stabbr,statename,region,RAW_E_PM25,S_E_PM25_PER,R_E_PM25_PER,N_E_PM25_PER,S_E_PM25,R_E_PM25,N_E_PM25,RAW_E_O3,S_E_O3_PER,R_E_O3_PER,N_E_O3_PER,S_E_O3,R_E_O3,N_E_O3,RAW_E_DIESEL,S_E_DIESEL_PER,R_E_DIESEL_PER,N_E_DIESEL_PER,S_E_DIESEL,R_E_DIESEL,N_E_DIESEL,RAW_E_CANCER,S_E_CANCER_PER,R_E_CANCER_PER,N_E_CANCER_PER,S_E_CANCER,R_E_CANCER,N_E_CANCER,RAW_E_NEURO,S_E_NEURO_PER,R_E_NEURO_PER,N_E_NEURO_PER,S_E_NEURO,R_E_NEURO,N_E_NEURO,RAW_E_RESP,S_E_RESP_PER,R_E_RESP_PER,N_E_RESP_PER,S_E_RESP,R_E_RESP,N_E_RESP,RAW_E_TRAFFIC,S_E_TRAFFIC_PER,R_E_TRAFFIC_PER,N_E_TRAFFIC_PER,S_E_TRAFFIC,R_E_TRAFFIC,N_E_TRAFFIC,RAW_E_LEAD,S_E_LEAD_PER,R_E_LEAD_PER,N_E_LEAD_PER,S_E_LEAD,R_E_LEAD,N_E_LEAD,RAW_E_NPL,S_E_NPL_PER,R_E_NPL_PER,N_E_NPL_PER,S_E_NPL,R_E_NPL,N_E_NPL,RAW_E_RMP,S_E_RMP_PER,R_E_RMP_PER,N_E_RMP_PER,S_E_RMP,R_E_RMP,N_E_RMP,RAW_E_TSDF,S_E_TSDF_PER,R_E_TSDF_PER,N_E_TSDF_PER,S_E_TSDF,R_E_TSDF,N_E_TSDF,RAW_E_NPDES,S_E_NPDES_PER,R_E_NPDES_PER,N_E_NPDES_PER,S_E_NPDES,R_E_NPDES,N_E_NPDES,RAW_D_INDEX,S_D_INDEX_PER,R_D_INDEX_PER,N_D_INDEX_PER,S_D_INDEX,R_D_INDEX,N_D_INDEX,RAW_D_MINOR,S_D_MINOR_PER,R_D_MINOR_PER,N_D_MINOR_PER,S_D_MINOR,R_D_MINOR,N_D_MINOR,RAW_D_INCOME,S_D_INCOME_PER,R_D_INCOME_PER,N_D_INCOME_PER,S_D_INCOME,R_D_INCOME,N_D_INCOME,RAW_D_LING,S_D_LING_PER,R_D_LING_PER,N_D_LING_PER,S_D_LING,R_D_LING,N_D_LING,RAW_D_LESSHS,S_D_LESSHS_PER,R_D_LESSHS_PER,N_D_LESSHS_PER,S_D_LESSHS,R_D_LESSHS,N_D_LESSHS,RAW_D_UNDER5,S_D_UNDER5_PER,R_D_UNDER5_PER,N_D_UNDER5_PER,S_D_UNDER5,R_D_UNDER5,N_D_UNDER5,RAW_D_OVER64,S_D_OVER64_PER,R_D_OVER64_PER,N_D_OVER64_PER,S_D_OVER64,R_D_OVER64,N_D_OVER64
576,576,35.178889,-92.647222,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
577,577,35.427778,-94.336944,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
578,578,47.221749,-101.093185,2.829850746,NA,North Dakota,ND,8,7.19,18,47,10,7.76,7.17,9.32,44.1,87,10,26,42.5,54.6,47.4,0.102,9,15,2,0.456,0.605,0.937,15,12,5,0,22,30,40, NA,NA,NA,NA,0,0,0,0.31,6,3,0,0.86,1.4,1.8,4.5,15,9,10,180,250,590,0.32,56,73,62,0.3,0.23,0.3,0,100,36,16,0,0.11,0.13,0.16,24,43,45,0.68,0.34,0.43,0.026,57,52,36,0.11,0.04,0.072,0.11,41,28,35,0.34,0.27,0.31,15,43,25,18,20,27,36,8,55,26,21,12,23,37,21,39,34,31,28,31,35,1,81,64,51,1,2,5,19,92,86,72,9,9,14,4,21,20,26,7,7,6,22,83,89,87,14,12,14
579,579,41.290222,-94.569111,638.6440678,NA,Iowa,IA,7,8.97,2,12,38,9.67,9.75,9.32,49.3,46,18,56,49.5,53,47.4,0.262,11,12,12,0.585,0.779,0.937,23,18,7,5,30,38,40, NA,NA,NA,NA,0,0,0,0.56,7,3,2,1.1,1.5,1.8,370,55,79,73,1400,490,590,0.56,65,74,79,0.44,0.36,0.3,0.025,34,30,22,0.1,0.097,0.13,1.4,81,87,92,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.021,1,3,1,0.2,0.22,0.31,19,53,41,27,21,26,36,3,22,15,7,12,18,37,35,65,57,54,30,33,35,0,65,65,44,2,2,5,10,69,59,49,9,11,14,2,7,8,10,6,7,6,23,85,86,88,15,14,14
580,580,40.694722,-94.3875,11.55226209,NA,Iowa,IA,7,8.83,0,9,36,9.67,9.75,9.32,50.2,73,26,62,49.5,53,47.4,0.211,0,5,8,0.585,0.779,0.937,24,22,8,6,30,38,40, NA,NA,NA,NA,0,0,0,0.56,7,3,2,1.1,1.5,1.8,5.6,11,13,11,1400,490,590,0.54,62,72,78,0.44,0.36,0.3,0,21,21,16,0.1,0.097,0.13,0.16,20,35,47,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.0039,0,2,1,0.2,0.22,0.31,22,65,53,35,21,26,36,2,21,14,6,12,18,37,42,77,69,65,30,33,35,2,76,74,53,2,2,5,18,89,82,71,9,11,14,8,75,73,73,6,7,6,16,55,60,66,15,14,14
581,581,38.031238,-78.939101,959.6449235,NA,Virginia,VA,3,8.35,17,7,27,8.91,9.84,9.32,46.4,17,9,40,48.6,49.8,47.4,0.248,6,7,10,0.767,0.918,0.937,27,3,9,12,42,42,40, NA,NA,NA,NA,0,0,0,0.79,4,5,7,1.8,1.8,1.8,7.4,14,14,14,420,350,590,0.12,47,27,38,0.22,0.37,0.3,0.073,57,46,56,0.11,0.15,0.13,0.64,93,84,80,0.2,0.35,0.43,0,22,15,26,0.06,0.11,0.072,0.2,69,57,63,0.23,0.37,0.31,23,39,49,37,32,30,36,5,9,22,14,36,31,37,41,76,75,64,27,29,35,0,54,55,44,3,2,5,7,38,36,34,12,12,14,2,14,15,14,6,6,6,16,69,63,69,13,15,14
582,582,35.1721,-81.2723,474.1400994,NA,North Carolina,NC,4,9.9,83,67,60,9.13,8.9,9.32,47.7,67,70,46,46.4,42.4,47.4,0.492,48,37,32,0.636,0.752,0.937,44,64,59,66,41,42,40, NA,NA,NA,NA,0,0,0,1.4,56,35,37,1.4,1.7,1.8,13,29,26,20,170,290,590,0.1,47,54,36,0.17,0.16,0.3,0.14,88,87,78,0.078,0.077,0.13,0.27,77,71,63,0.26,0.32,0.43,0.096,97,89,79,0.011,0.044,0.072,0.2,73,72,63,0.19,0.2,0.31,26,35,34,42,37,38,36,6,10,12,15,35,37,37,45,63,62,70,39,39,35,0,51,51,44,3,3,5,22,74,75,78,15,15,14,5,36,37,36,6,6,6,19,78,76,79,14,15,14
583,583,48.1,-98.33,3.041666667,NA,North Dakota,ND,8,7.73,57,60,17,7.76,7.17,9.32,41,19,1,17,42.5,54.6,47.4,0.116,15,17,2,0.456,0.605,0.937,14,2,3,0,22,30,40, NA,NA,NA,NA,0,0,0,0.32,10,3,0,0.86,1.4,1.8,22,35,29,27,180,250,590,0.57,85,87,79,0.3,0.23,0.3,0,100,36,16,0,0.11,0.13,0.49,55,80,75,0.68,0.34,0.43,0,52,44,26,0.11,0.04,0.072,0.013,15,6,1,0.34,0.27,0.31,12,28,17,12,20,27,36,6,40,16,15,12,23,37,18,32,29,26,28,31,35,0,65,55,44,1,2,5,7,48,54,36,9,9,14,7,54,49,58,7,7,6,24,87,92,90,14,12,14
584,584,41.506389,-94.514333,393.0749793,NA,Iowa,IA,7,9.06,3,15,40,9.67,9.75,9.32,49.1,42,17,54,49.5,53,47.4,0.25,9,10,11,0.585,0.779,0.937,22,11,5,4,30,38,40, NA,NA,NA,NA,0,0,0,0.61,12,5,3,1.1,1.5,1.8,16,22,27,22,1400,490,590,0.63,73,80,83,0.44,0.36,0.3,0.026,36,31,23,0.1,0.097,0.13,0.16,20,35,47,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.024,2,3,2,0.2,0.22,0.31,22,64,51,34,21,26,36,4,36,25,12,12,18,37,39,73,64,61,30,33,35,0,65,65,44,2,2,5,10,66,57,47,9,11,14,4,21,22,26,6,7,6,23,84,86,88,15,14,14
585,585,40.979194,-94.770944,28.09580838,NA,Iowa,IA,7,9.02,2,13,39,9.67,9.75,9.32,50,68,24,61,49.5,53,47.4,0.394,41,31,24,0.585,0.779,0.937,24,22,8,6,30,38,40, NA,NA,NA,NA,0,0,0,0.66,19,7,4,1.1,1.5,1.8,180,44,68,60,1400,490,590,0.54,62,72,78,0.44,0.36,0.3,0.00071,22,21,16,0.1,0.097,0.13,0.42,48,60,72,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.031,8,7,3,0.2,0.22,0.31,22,66,53,35,21,26,36,3,28,18,9,12,18,37,41,76,68,65,30,33,35,0,65,65,44,2,2,5,16,87,79,67,9,11,14,6,49,49,51,6,7,6,24,88,89,90,15,14,14
586,586,41.295833,-94.462222,1863.733308,NA,Iowa,IA,7,8.97,2,12,38,9.67,9.75,9.32,49.3,46,18,56,49.5,53,47.4,0.262,11,12,12,0.585,0.779,0.937,23,18,7,5,30,38,40, NA,NA,NA,NA,0,0,0,0.56,7,3,2,1.1,1.5,1.8,850,68,88,85,1400,490,590,0.63,74,80,83,0.44,0.36,0.3,0.022,29,26,19,0.1,0.097,0.13,1.2,77,85,91,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.0036,0,2,1,0.2,0.22,0.31,17,46,37,24,21,26,36,3,27,17,8,12,18,37,31,58,51,49,30,33,35,0,65,65,44,2,2,5,9,60,52,43,9,11,14,6,47,46,49,6,7,6,24,87,89,90,15,14,14
587,587,40.893056,-94.566667,949.5225553,NA,Iowa,IA,7,8.91,1,11,37,9.67,9.75,9.32,50.3,77,26,63,49.5,53,47.4,0.227,3,7,9,0.585,0.779,0.937,23,18,7,5,30,38,40, NA,NA,NA,NA,0,0,0,0.54,5,3,2,1.1,1.5,1.8,21,25,32,27,1400,490,590,0.44,48,63,71,0.44,0.36,0.3,0.000023,21,21,16,0.1,0.097,0.13,2.9,96,97,98,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.024,2,3,2,0.2,0.22,0.31,32,82,73,52,21,26,36,23,84,74,44,12,18,37,40,75,67,63,30,33,35,5,91,90,73,2,2,5,12,75,66,54,9,11,14,2,11,11,14,6,7,6,26,91,92,92,15,14,14
588,588,41.114722,-94.604167,9.13754598,NA,Iowa,IA,7,8.98,2,12,38,9.67,9.75,9.32,49.7,58,21,59,49.5,53,47.4,0.256,10,12,11,0.585,0.779,0.937,23,15,6,4,30,38,40, NA,NA,NA,NA,0,0,0,0.55,6,3,2,1.1,1.5,1.8,4.9,10,12,10,1400,490,590,0.77,89,90,90,0.44,0.36,0.3,0.0042,23,22,17,0.1,0.097,0.13,0.13,12,25,37,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.014,0,2,1,0.2,0.22,0.31,11,21,16,10,21,26,36,0,6,3,2,12,18,37,22,33,31,32,30,33,35,0,65,65,44,2,2,5,6,46,40,33,9,11,14,6,48,48,50,6,7,6,20,75,78,81,15,14,14
589,589,36.437917,-99.157528,44.53671668,NA,Oklahoma,OK,6,7.5,2,9,14,9.37,9.45,9.32,55.9,35,90,90,55.8,47,47.4,0.165,5,4,4,0.526,0.72,0.937,31,1,8,21,45,42,40, NA,NA,NA,NA,0,0,0,1.2,6,18,24,1.9,1.8,1.8,5,18,11,11,83,320,590,0.31,70,78,61,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,0.23,59,49,60,0.38,0.55,0.43,0.032,42,42,43,0.066,0.075,0.072,0.032,5,4,4,0.22,0.41,0.31,23,23,20,36,35,45,36,13,9,11,29,32,50,37,33,40,41,51,39,39,35,0,53,35,44,2,6,5,9,39,34,44,13,17,14,5,36,36,45,7,7,6,21,85,88,84,14,12,14
590,590,40.580502,-95.888907,16.23068433,NA,Nebraska,NE,7,9.39,40,31,48,9.27,9.75,9.32,49.2,61,18,55,49.2,53,47.4,0.31,18,21,16,0.759,0.779,0.937,25,29,11,8,31,38,40, NA,NA,NA,NA,0,0,0,0.78,22,13,7,1.2,1.5,1.8,1.1,4,4,5,140,490,590,0.63,76,80,83,0.38,0.36,0.3,0,24,21,16,0.13,0.097,0.13,0.85,63,76,85,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.09,41,32,26,0.21,0.22,0.31,16,37,32,21,25,26,36,4,18,21,10,19,18,37,28,49,44,44,32,33,35,2,74,80,60,3,2,5,13,78,71,59,9,11,14,8,65,69,70,7,7,6,20,76,77,81,14,14,14
591,591,41.50239,-94.30956,1528.286242,NA,Iowa,IA,7,9.02,2,13,39,9.67,9.75,9.32,49.1,41,17,54,49.5,53,47.4,0.285,19,17,14,0.585,0.779,0.937,23,18,7,5,30,38,40, NA,NA,NA,NA,0,0,0,0.75,32,12,7,1.1,1.5,1.8,180,45,68,61,1400,490,590,0.48,54,67,74,0.44,0.36,0.3,0.0025,23,22,17,0.1,0.097,0.13,0.85,67,77,85,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.022,1,3,2,0.2,0.22,0.31,21,61,48,31,21,26,36,2,22,14,7,12,18,37,39,72,64,61,30,33,35,0,65,65,44,2,2,5,9,64,56,46,9,11,14,6,51,51,53,6,7,6,17,64,68,73,15,14,14
592,592,35.78951,-97.744979,12.19061372,NA,Oklahoma,OK,6,8.85,16,25,36,9.37,9.45,9.32,56.6,75,96,92,55.8,47,47.4,0.23,20,11,9,0.526,0.72,0.937,36,8,17,35,45,42,40, NA,NA,NA,NA,0,0,0,1.5,20,34,41,1.9,1.8,1.8,0.27,5,3,3,83,320,590,0.15,50,62,43,0.25,0.18,0.3,0.015,29,29,18,0.044,0.072,0.13,0.25,60,51,62,0.38,0.55,0.43,0.023,35,34,32,0.066,0.075,0.072,0.063,19,15,14,0.22,0.41,0.31,13,5,5,14,35,45,36,8,3,6,21,32,50,37,18,15,19,25,39,39,35,0,53,35,44,2,6,5,7,29,28,36,13,17,14,6,42,41,50,7,7,6,16,64,73,66,14,12,14
593,593,41.06001,-94.34408,2648.597089,NA,Iowa,IA,7,8.91,1,11,37,9.67,9.75,9.32,49.6,55,20,58,49.5,53,47.4,0.946,86,70,62,0.585,0.779,0.937,32,64,27,23,30,38,40, NA,NA,NA,NA,0,0,0,1.2,64,34,22,1.1,1.5,1.8,270,50,74,67,1400,490,590,0.52,60,71,77,0.44,0.36,0.3,0,21,21,16,0.1,0.097,0.13,1.9,90,93,96,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.000067,0,1,1,0.2,0.22,0.31,24,69,57,38,21,26,36,3,28,18,8,12,18,37,44,81,73,69,30,33,35,0,66,65,44,2,2,5,7,52,45,37,9,11,14,7,60,59,61,6,7,6,15,54,59,65,15,14,14
594,594,35.673,-101.410028,2528.711646,NA,Texas,TX,6,6.93,1,2,7,9.63,9.45,9.32,56.4,99,94,92,45.4,47,47.4,0.616,43,49,41,0.756,0.72,0.937,35,18,16,34,41,42,40, NA,NA,NA,NA,0,0,0,2.1,72,73,71,1.8,1.8,1.8,0.92,3,5,4,390,320,590,0.61,93,92,82,0.16,0.18,0.3,0.024,32,34,21,0.075,0.072,0.13,2.7,97,97,98,0.61,0.55,0.43,0.23,93,94,94,0.085,0.075,0.072,0.99,85,88,93,0.48,0.41,0.31,48,52,58,71,47,45,36,43,39,47,63,56,50,37,52,69,70,78,39,39,35,2,39,50,59,8,6,5,24,67,71,81,18,17,14,9,67,69,77,7,7,6,11,58,51,41,11,12,14
595,595,31.98098,-102.634511,9.97261236,NA,Texas,TX,6,7.12,3,4,9,9.63,9.45,9.32,48.5,64,55,50,45.4,47,47.4,0.0868,0,1,1,0.756,0.72,0.937,36,20,18,36,41,42,40, NA,NA,NA,NA,0,0,0,1.3,27,24,31,1.8,1.8,1.8,14,16,20,21,390,320,590,0.27,77,76,58,0.16,0.18,0.3,0.046,55,58,40,0.075,0.072,0.13,0.18,33,40,52,0.61,0.55,0.43,0.032,35,41,42,0.085,0.075,0.072,0.053,10,11,10,0.48,0.41,0.31,39,42,47,63,47,45,36,52,46,55,69,56,50,37,27,36,33,42,39,39,35,10,70,78,83,8,6,5,34,80,84,91,18,17,14,8,55,57,66,7,7,6,18,84,82,76,11,12,14
596,596,31.98098,-102.634511,9.97261236,NA,Texas,TX,6,7.12,3,4,9,9.63,9.45,9.32,48.5,64,55,50,45.4,47,47.4,0.0868,0,1,1,0.756,0.72,0.937,36,20,18,36,41,42,40, NA,NA,NA,NA,0,0,0,1.3,27,24,31,1.8,1.8,1.8,14,16,20,21,390,320,590,0.27,77,76,58,0.16,0.18,0.3,0.046,55,58,40,0.075,0.072,0.13,0.18,33,40,52,0.61,0.55,0.43,0.032,35,41,42,0.085,0.075,0.072,0.053,10,11,10,0.48,0.41,0.31,39,42,47,63,47,45,36,52,46,55,69,56,50,37,27,36,33,42,39,39,35,10,70,78,83,8,6,5,34,80,84,91,18,17,14,8,55,57,66,7,7,6,18,84,82,76,11,12,14
597,597,40.237777,-84.983612,84.21705426,NA,Indiana,IN,5,11,53,62,85,11,10.6,9.32,52.8,82,81,79,51.2,50.3,47.4,0.375,10,17,22,0.835,0.931,0.937,25,4,12,8,34,34,40, NA,NA,NA,NA,0,0,0,0.75,3,8,7,1.4,1.7,1.8,22,32,30,27,250,370,590,0.64,82,76,84,0.36,0.39,0.3,0,3,9,16,0.16,0.12,0.13,0.35,61,62,69,0.52,0.51,0.43,0,31,24,26,0.044,0.069,0.072,0.12,28,35,39,0.34,0.31,0.31,17,35,37,24,27,29,36,1,8,5,2,19,24,37,34,52,58,53,35,33,35,0,63,58,44,2,2,5,8,40,48,41,12,11,14,4,28,31,30,6,6,6,13,53,51,55,14,14,14
598,598,45.848889,-119.674167,101.9830553,NA,Oregon,OR,10,6.72,22,21,6,7.61,7.53,9.32,45.4,90,81,34,38.2,37.9,47.4,0.193,19,17,6,0.791,1.05,0.937,22,12,12,4,38,39,40, NA,NA,NA,NA,0,0,0,0.66,3,7,4,3.2,2.8,1.8,170,57,61,60,390,380,590,0.077,27,35,32,0.26,0.23,0.3,0.051,51,45,43,0.082,0.14,0.13,2.3,97,98,97,0.42,0.39,0.43,0.00011,51,42,26,0.035,0.046,0.072,0.033,7,7,4,0.28,0.23,0.31,54,92,91,77,30,29,36,58,96,92,73,22,26,37,50,76,80,76,37,33,35,18,97,96,92,3,3,5,38,98,97,93,11,10,14,7,63,58,59,6,6,6,13,48,54,53,15,13,14
599,599,39.471668,-84.551941,1281.183912,NA,Ohio,OH,5,11.7,77,85,93,11.3,10.6,9.32,56,99,98,90,52.8,50.3,47.4,0.837,43,49,55,0.995,0.931,0.937,35,47,59,35,37,34,40, NA,NA,NA,NA,0,0,0,1.5,39,50,42,1.8,1.7,1.8,38,47,39,36,170,370,590,0.37,51,54,66,0.42,0.39,0.3,0.24,93,90,89,0.091,0.12,0.13,0.16,41,37,45,0.44,0.51,0.43,0.033,33,45,43,0.089,0.069,0.072,0.16,42,49,53,0.33,0.31,0.31,16,37,34,22,27,29,36,4,27,20,10,19,24,37,29,46,49,45,34,33,35,0,68,58,44,1,2,5,12,64,65,56,11,11,14,4,28,26,25,6,6,6,15,57,62,65,15,14,14
600,600,38.026667,-122.067222,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
601,601,40.922583,-98.318861,4594.294284,NA,Nebraska,NE,7,8.57,22,5,31,9.27,9.75,9.32,49.8,65,21,59,49.2,53,47.4,1.37,91,85,81,0.759,0.779,0.937,26,35,15,10,31,38,40, NA,NA,NA,NA,0,0,0,1.4,64,52,36,1.2,1.5,1.8,110,73,60,52,140,490,590,0.48,60,67,74,0.38,0.36,0.3,0.88,96,99,98,0.13,0.097,0.13,1.9,86,93,96,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.55,92,91,85,0.21,0.22,0.31,51,89,89,74,25,26,36,50,90,90,68,19,18,37,52,82,81,77,32,33,35,14,94,97,88,3,2,5,24,91,91,81,9,11,14,7,53,57,58,7,7,6,10,37,30,37,14,14,14
602,602,29.734056,-95.17,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
603,603,30.039472,-96.988028,5.802507837,NA,Texas,TX,6,8.26,15,15,25,9.63,9.45,9.32,41.3,29,22,18,45.4,47,47.4,0.27,9,15,12,0.756,0.72,0.937,33,12,11,25,41,42,40, NA,NA,NA,NA,0,0,0,1.1,18,15,21,1.8,1.8,1.8,10,13,17,17,390,320,590,0.24,75,73,54,0.16,0.18,0.3,0,24,26,16,0.075,0.072,0.13,0.48,62,67,75,0.61,0.55,0.43,0.0031,26,30,27,0.085,0.075,0.072,0.041,6,7,6,0.48,0.41,0.31,11,3,3,9,47,45,36,10,5,8,24,56,50,37,12,14,11,14,39,39,35,0,25,35,44,8,6,5,24,68,72,81,18,17,14,3,11,11,15,7,7,6,31,97,97,96,11,12,14
604,604,32.520833,-103.299722,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
605,605,32.693927,-103.286225,7.724008381,NA,New Mexico,NM,6,7.22,48,5,11,7.11,9.45,9.32,47,2,47,42,54.8,47,47.4,0.0639,11,0,1,0.471,0.72,0.937,34,55,13,30,32,42,40, NA,NA,NA,NA,0,0,0,1.4,60,25,33,1.4,1.8,1.8,14,19,21,21,290,320,590,0.23,70,73,54,0.2,0.18,0.3,0,21,26,16,0.13,0.072,0.13,0.16,68,34,46,0.16,0.55,0.43,0.036,47,45,47,0.091,0.075,0.072,0.036,17,5,4,0.15,0.41,0.31,46,43,57,70,52,45,36,61,50,62,74,60,50,37,32,34,41,50,43,39,35,2,38,48,57,5,6,5,36,89,86,92,16,17,14,3,20,16,21,7,7,6,9,26,38,29,14,12,14
606,606,36.43025,-89.060889,4034.749091,NA,Tennessee,TN,4,9.77,43,63,56,9.8,8.9,9.32,54.8,99,99,86,51,42.4,47.4,0.529,39,40,34,0.811,0.752,0.937,37,17,26,39,43,42,40, NA,NA,NA,NA,0,0,0,1.1,19,12,19,1.6,1.7,1.8,75,56,56,46,210,290,590,0.41,85,89,69,0.2,0.16,0.3,0.041,64,53,36,0.054,0.077,0.13,2.1,97,98,96,0.35,0.32,0.43,0,28,36,26,0.051,0.044,0.072,0.24,77,77,68,0.21,0.2,0.31,48,81,70,72,32,38,36,34,74,54,55,25,37,37,63,85,85,87,39,39,35,2,76,62,54,2,3,5,18,64,66,72,15,15,14,5,41,42,40,6,6,6,14,53,56,59,14,15,14
607,607,39.90139,-84.673889,639.5268109,NA,Ohio,OH,5,11.2,37,67,87,11.3,10.6,9.32,54.3,65,89,84,52.8,50.3,47.4,0.496,18,28,32,0.995,0.931,0.937,28,13,25,14,37,34,40, NA,NA,NA,NA,0,0,0,1,14,24,16,1.8,1.7,1.8,9,22,17,16,170,370,590,0.7,79,80,86,0.42,0.39,0.3,0.024,23,14,21,0.091,0.12,0.13,1.6,94,93,94,0.44,0.51,0.43,0.024,19,33,34,0.089,0.069,0.072,0.058,4,9,12,0.33,0.31,0.31,19,44,41,27,27,29,36,1,8,5,2,19,24,37,37,59,62,58,34,33,35,0,68,58,44,1,2,5,13,68,69,59,11,11,14,7,65,64,61,6,6,6,15,55,59,63,15,14,14
